literature_id,source_key,title,authors,year,venue,doi,arxiv_id,source_url,source_type,source_class,author_cluster,theory_cluster,green_status,risk_status,verification_status,discovery_channel,notes
W4,W4,"Large N field theories, string theory and gravity","Aharony; Gubser; Maldacena; Ooguri; Oz",2000,,,,review,GREEN,Wadia_holography_string_black_holes,holography_string_qg,GREEN,low,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
W5,W5,"Microscopic formulation of black holes in string theory","David; Mandal; Wadia",2002,,,,review,GREEN,Wadia_holography_string_black_holes,holography_string_qg,GREEN,low,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
W6,W6,"Absorption versus decay of black holes in string theory and T symmetry","Dhar; Mandal; Wadia",1996,,,,primary_literature,GREEN-YELLOW,Wadia_holography_string_black_holes,holography_string_qg,GREEN-YELLOW,medium,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
W7,W7,"Blackhole/String Transition for the Small Schwarzschild Blackhole of AdS5 x S5 and Critical Unitary Matrix Models","Alvarez-Gaumé; Basu; Mariño; Wadia",2006,,,,primary_literature,YELLOW,Wadia_holography_string_black_holes,holography_string_qg,YELLOW,medium,verified_from_deep_research_report,deep_research_report,"Includes red-team pathology warning tag from task prompt."
F1,F1,"Duality Symmetric Formulation of String World Sheet Dynamics","Tseytlin",1990,,,,primary_literature,GREEN,FLM_Born_metastring_modular_spacetime,born_geometry_phase_space,GREEN,low,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
F2,F2,"Generalized metric formulation of double field theory","Hohm; Hull; Zwiebach",2010,,,,primary_literature,GREEN,FLM_Born_metastring_modular_spacetime,born_geometry_phase_space,GREEN,low,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
F3,F3,"The principle of relative locality","Amelino-Camelia; Freidel; Kowalski-Glikman; Smolin",2011,,,,primary_literature,GREEN-YELLOW,FLM_Born_metastring_modular_spacetime,born_geometry_phase_space,GREEN-YELLOW,medium,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
F4,F4,"Born Reciprocity in String Theory and the Nature of Spacetime","Freidel; Leigh; Minic",2014,,,,primary_literature,YELLOW,FLM_Born_metastring_modular_spacetime,born_geometry_phase_space,YELLOW,medium,verified_from_deep_research_report,deep_research_report,"Title retained from task prompt; no mechanism claim inferred."
F5,F5,"Metastring Theory and Modular Space-time","Freidel; Leigh; Minic",2015,,,,primary_literature,GREEN-YELLOW,FLM_Born_metastring_modular_spacetime,born_geometry_phase_space,GREEN-YELLOW,medium,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
F6,F6,"Quantum Spaces are Modular","Freidel; Leigh; Minic",2016,,,,primary_literature,GREEN-YELLOW,FLM_Born_metastring_modular_spacetime,born_geometry_phase_space,GREEN-YELLOW,medium,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
F7,F7,"Intrinsic non-commutativity of closed string theory","Freidel; Leigh; Minic",2017,,,,primary_literature,GREEN-YELLOW,FLM_Born_metastring_modular_spacetime,born_geometry_phase_space,GREEN-YELLOW,medium,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
F8,F8,"A Unique Connection for Born Geometry","Freidel; Rudolph; Svoboda",2019,,,,primary_literature,GREEN,FLM_Born_metastring_modular_spacetime,born_geometry_phase_space,GREEN,low,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
F9,F9,"Para-Hermitian Geometry, Dualities and Generalized Flux Backgrounds","Marotta & Szabo",2019,,,,review,GREEN-YELLOW,FLM_Born_metastring_modular_spacetime,born_geometry_phase_space,GREEN-YELLOW,medium,verified_from_deep_research_report,deep_research_report,"DOI/arXiv/source URL not provided in task prompt; keep empty pending verification."
