run_id,candidate_id,source_type,source_path_or_table,candidate_variable_name,candidate_category,artifact_level,alias_risk_level,input_independence_status,criteria_pass_count,criteria_fail_count,criteria_unknown_count,critical_failures,admissibility_decision_class,allowed_next_use,claim_implication,physical_claim_release
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0026,repo_file,data/QSB-BRIDGE-DATA-02B/carbon_ladder_nodes.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0027,repo_file,data/QSB-BRIDGE-DATA-02B/ethyne_edges.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0028,repo_file,data/QSB-BRIDGE-DATA-02B/ethyne_nodes.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0029,repo_file,data/QSB-BRIDGE-DATA-02C/control_edges.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0030,repo_file,data/QSB-BRIDGE-DATA-02C/control_ensemble_config.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0031,repo_file,data/QSB-BRIDGE-DATA-02C/control_ensemble_manifest.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0032,repo_file,data/QSB-BRIDGE-DATA-02C/control_family_summary.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0033,repo_file,data/QSB-BRIDGE-DATA-02C/control_nodes.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0034,repo_file,data/QSB-BRIDGE-DATA-02C/control_validation_summary.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0035,repo_file,data/QSB-BRIDGE-DATA-02D/control_diagnostic_summary.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0036,repo_file,data/QSB-BRIDGE-DATA-02D/highest_risk_mimic_diagnostic.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0037,repo_file,data/QSB-BRIDGE-DATA-02D/original_vs_control_separation.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0038,repo_file,data/QSB-BRIDGE-DATA-02E/README.md,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0039,repo_file,data/QSB-BRIDGE-DATA-02E/control_destruction_effectiveness_summary.csv,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0040,repo_file,data/QSB-BRIDGE-DATA-02E/control_mimic_failure_inventory.csv,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0041,repo_file,data/QSB-BRIDGE-DATA-02E/control_mimicry_revision_manifest.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0042,repo_file,data/QSB-BRIDGE-DATA-02E/diagnostic_specificity_summary.csv,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0043,repo_file,data/QSB-BRIDGE-DATA-02E/mimic_family_risk_summary.csv,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0044,repo_file,data/QSB-BRIDGE-DATA-02E/revision_recommendation_summary.csv,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0045,repo_file,data/QSB-CAUSALITY06B-02/FIELD_LIST.md,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0046,repo_file,data/QSB-CAUSALITY06B-02/candidate_state_record_schema.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0047,repo_file,data/QSB-CAUSALITY06B-02/example_candidate_state_records.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0048,repo_file,data/QSB-CAUSALITY06B-04/field_aliases_de.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0049,repo_file,data/QSB-CAUSALITY06B-04/inner_sphere_et_state_records.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0050,repo_file,data/QSB-CAUSALITY06B-04/source_inventory.md,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0051,repo_file,data/QSB-CAUSALITY06B-04/transition_candidates.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0052,repo_file,data/QSB-CAUSALITY06B-05/field_aliases_de.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0053,repo_file,data/QSB-CAUSALITY06B-05/negative_control_state_pairs.json,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0054,repo_file,data/QSB-CAUSALITY06B-05/robustness_test_cases.json,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0055,repo_file,data/QSB-CAUSALITY06B-06/field_aliases_de.json,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0056,repo_file,data/QSB-CAUSALITY06B-06/oxalate_case_state_records.json,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0057,repo_file,data/QSB-CAUSALITY06B-06/oxalate_transition_candidates.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
