trace_type,query_or_item,path,line_number,excerpt,interpretation_boundary
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,10,"9,0|1,1|4,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--1|4,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,11,"10,0|1,1|5,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--1|5,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,12,"11,0|1,1|6,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--1|6,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,13,"12,0|1,2|0,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--2|0,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,14,"13,0|1,2|1,edge_candidate_flag=1;diagonal=0;theta_edge=0.5,yes,0|1--2|1,clear_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,15,"14,0|1,2|3,edge_candidate_flag=1;diagonal=0;theta_edge=0.5,yes,0|1--2|3,clear_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,16,"15,0|1,2|4,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--2|4,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,17,"16,0|1,2|5,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--2|5,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,18,"17,0|1,2|6,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--2|6,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,19,"18,0|1,3|0,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--3|0,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,20,"19,0|1,3|1,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--3|1,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,21,"20,0|1,3|2,edge_candidate_flag=1;diagonal=0;theta_edge=0.5,yes,0|1--3|2,clear_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,22,"21,0|1,3|4,edge_candidate_flag=1;diagonal=0;theta_edge=0.5,yes,0|1--3|4,clear_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,23,"22,0|1,3|5,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--3|5,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,24,"23,0|1,3|6,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--3|6,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,25,"24,0|1,4|0,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--4|0,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,edge_candidate_flag,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/04_accepted_edge_parse_review.csv,26,"25,0|1,4|1,edge_candidate_flag=0;diagonal=0;theta_edge=0.5,no,0|1--4|1,clear_not_accepted,Only explicit accepted tokens are used; no value inference.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02/pre_execution_contract_dwh_gram_tensor_extraction/04_human_freeze_decision_register.csv,7,"HF-06,freeze_edge_threshold,theta_edge=not_frozen; threshold space/source/direction/precision/tie policy required,not_frozen_blocks_execution_package,runs/QSB-EXTRACT01A/metadata_gap_prerequisite_resolution_review/09_strength_transform_and_",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02/pre_execution_contract_dwh_gram_tensor_extraction/10_strength_transform_edge_threshold_contract.csv,4,"EX02-REL-03,d_ij or s_ij,threshold family/direction/tie policy pending,edge_candidate,theta_edge=not_frozen,not_frozen_blocks_execution_package,yes,after independent threshold source is frozen,use L2 theta_new or tune from L2 fail,No numeri",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02/pre_execution_contract_dwh_gram_tensor_extraction/10_strength_transform_edge_threshold_contract.csv,5,"EX02-REL-04,d or s plus approved theta_edge,apply exactly one approved edge convention,edge_candidate,theta_edge,candidate_frozen_pending_human_approval,yes,candidate graph only,outcome-selected switching between d and s,Blocked by HF-06.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02/pre_execution_contract_dwh_gram_tensor_extraction/13_validation_matrix_freeze_contract.csv,9,"EX02-VF-08,precontract,edge_threshold_frozen_or_blocker,yes,yes,candidate_frozen_pending_human_approval,block package while theta_edge=not_frozen,Design gate only; no runtime evidence generated.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02/pre_execution_contract_dwh_gram_tensor_extraction/17_claim_boundary_matrix.csv,4,"EX02-C03,""ell_0, epsilon_Gram, and theta_edge block EXTRACT03"",future_execution_requirement,Numeric/rule freezes are required before package preparation.,Inventing values in EXTRACT02.,Pre-execution contract only.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02/pre_execution_contract_dwh_gram_tensor_extraction/18_extract03_readiness_decision.csv,2,"EX02-READY-01,blocked_pending_human_freeze_decisions,""Seven Human-Freeze items have explicit candidates but no approval; ell_0, epsilon_Gram, and theta_edge have no adequate decision value and block EXTRACT03 package preparation."",0,7,3,res",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02/pre_execution_contract_dwh_gram_tensor_extraction/19_validation_results.csv,11,"E02-V10,EXTRACT02 precontract,no_edge_threshold_tuned_from_L2,pass,error,theta_edge=not_frozen,theta_edge=not_frozen,Contract check passed.,no",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02/pre_execution_contract_dwh_gram_tensor_extraction/20_short_contract_note_de.md,13,"Sieben Punkte besitzen Kandidaten und warten auf menschliche Freigabe. `ell_0`, Gram-`epsilon` und `theta_edge` bleiben `not_frozen` und blockieren bereits die Vorbereitung von EXTRACT03. Keine Kandidatenentscheidung gilt als Zustimmung.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02/pre_execution_contract_dwh_gram_tensor_extraction/FINAL_RESULT_NOTE.md,25,"`blocked_pending_human_freeze_decisions`. Human approval plus numeric/rule resolution for `ell_0`, Gram `epsilon`, and `theta_edge` are required before EXTRACT03 package preparation.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/05_normalized_human_freeze_decisions.json,193,"""theta_edge_frozen"",",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/06_human_freeze_resolution_matrix.csv,11,"HF-10,freeze_validation_matrix,""[""""source_selection_query_frozen"""", """"state_family_frozen"""", """"K_mode_frozen"""", """"ell0_frozen"""", """"epsilon_Gram_frozen"""", """"distance_to_strength_transform_frozen"""", """"theta_edge_frozen"""", """"kernel_subset_froz",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/08_parameter_structural_validation.csv,11,"E02A-R1-P10,theta_edge,0.5,theta_edge_present,pass,yes,Structural validation only; no physical optimality claim.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/08_parameter_structural_validation.csv,12,"E02A-R1-P11,theta_edge,0.5,theta_edge_positive_if_numeric,pass,yes,Structural validation only; no physical optimality claim.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/08_parameter_structural_validation.csv,13,"E02A-R1-P12,theta_edge,0.5,theta_edge_not_l2_theta_new_unless_justified,pass,yes,Structural validation only; no physical optimality claim.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/08_parameter_structural_validation.csv,14,"E02A-R1-P13,theta_edge,0.5,theta_edge_not_tuned_to_l2_fail,pass,yes,Structural validation only; no physical optimality claim.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/08_parameter_structural_validation.csv,15,"E02A-R1-P14,theta_edge,0.5,theta_edge_tied_to_K_d_D_logic,pass,yes,Structural validation only; no physical optimality claim.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/09_candidate_approval_validation.csv,8,"E02A-R1-C07,HF-10,validation_matrix,""[""""source_selection_query_frozen"""", """"state_family_frozen"""", """"K_mode_frozen"""", """"ell0_frozen"""", """"epsilon_Gram_frozen"""", """"distance_to_strength_transform_frozen"""", """"theta_edge_frozen"""", """"kernel_subset",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/15_validation_results.csv,9,"E02A-R1-V08,EXTRACT02A-R1,theta_edge_valid_or_issue_recorded,pass,error,recorded,recorded,Requirement checked; invalid decisions are explicitly recorded where applicable.,yes",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck.blocked_backup_20260621T215843Z/16_review_items_for_extract03_or_human_fix.csv,4,"E02A-R1-R03,theta_edge,Correct and explicitly approve this item.,yes,yes,replace template placeholders with explicit human decision,No inference from candidate text.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck/05_normalized_human_freeze_decisions.json,193,"""theta_edge_frozen"",",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck/06_human_freeze_resolution_matrix.csv,11,"HF-10,freeze_validation_matrix,""[""""source_selection_query_frozen"""", """"state_family_frozen"""", """"K_mode_frozen"""", """"ell0_frozen"""", """"epsilon_Gram_frozen"""", """"distance_to_strength_transform_frozen"""", """"theta_edge_frozen"""", """"kernel_subset_froz",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck/08_parameter_structural_validation.csv,11,"E02A-R1-P10,theta_edge,0.5,theta_edge_present,pass,yes,Structural validation only; no physical optimality claim.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck/08_parameter_structural_validation.csv,12,"E02A-R1-P11,theta_edge,0.5,theta_edge_positive_if_numeric,pass,yes,Structural validation only; no physical optimality claim.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck/08_parameter_structural_validation.csv,13,"E02A-R1-P12,theta_edge,0.5,theta_edge_not_l2_theta_new_unless_justified,pass,yes,Structural validation only; no physical optimality claim.",trace_only_no_unverified_rule_claim
repo_text_match,theta_edge,runs/QSB-EXTRACT02A-R1/human_freeze_applied_authorization_recheck/08_parameter_structural_validation.csv,14,"E02A-R1-P13,theta_edge,0.5,theta_edge_not_tuned_to_l2_fail,pass,yes,Structural validation only; no physical optimality claim.",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-C0B/bootstrap_contract_completion_addendum/07_pair_level_bootstrap_input_policy.csv,8,"C0B-I06,edge_candidate_result,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,pair-level empirical bootstrap basis under C0+C0B,replacement of base run; retuning; phase reconstruction,present,C1-R1 ",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-C1-R1/bootstrap_stability_run_under_c0_c0b/05_extract03a_r1_input_review.csv,7,"edge_candidate_result,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,861,861,pass,yes,Read-only pair-level input.",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-C1-R1/bootstrap_stability_run_under_c0_c0b/06_pair_level_input_availability.csv,7,"edge_candidate_result,C1-R1 pair-level bootstrap,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,yes,pass,yes,No phase-vector reconstruction.",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-VIZ01/matrix_heatmap_visualization/02_upstream_inventory_and_hashes.csv,7,"VIZ01-A06,EXTRACT03A_R1_EDGE,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,yes,453f9bd52bd8d1dece2934f2d1dc5e54ccda1993f703e1c22f1807531f6e0bfa,read-only visualization input,yes,edge matrix and co",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-VIZ01/matrix_heatmap_visualization/03_matrix_input_availability.csv,6,"edge,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,yes,42x42,explicit_pair_ids_or_frozen_pair_basis,explicit_pair_ids_or_frozen_pair_basis,finite stored values,no,Read from existing CSV; edge matr",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-VIZ01/matrix_heatmap_visualization/05_ordering_summary.csv,4,"cluster_sorted,pass,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,42,""Accepted-edge components by size descending, minimum pair_id, then pair_id; visualization ordering only.""",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-VIZ01/matrix_heatmap_visualization/30_edge_heatmap_metadata.json,3,"""source_artifact"": ""runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv"",",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/02_upstream_inventory_and_hashes.csv,7,"VIZ02-A06,EXTRACT03A_R1_EDGE,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,yes,453f9bd52bd8d1dece2934f2d1dc5e54ccda1993f703e1c22f1807531f6e0bfa,read-only visualization input,yes,accepted-edge orde",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/03_input_matrix_availability.csv,6,"edge,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,yes,42x42,canonical pair IDs,canonical pair IDs,finite stored values,no,CSV source only; edge matrix from explicit accepted flags.",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03-VIZ02/topology_organized_relational_matrix/25_edge_component_ordered_metadata.json,3,"""source_artifact"": ""runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv"",",trace_only_no_unverified_rule_claim
repo_text_match,16_edge_candidate_result,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,24,"run_output,16_edge_candidate_result.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,453f9bd52bd8d1dece2934f2d1dc5e54ccda1993f703e1c22f1807531f6e0bfa,output integrity,pass,23_lineage_and_hash_aud",trace_only_no_unverified_rule_claim
